source,author,title,description,url,urlToImage,publishedAt,content,Sentiment
"{'id': 'next-big-future', 'name': 'Next Big Future'}",Brian Wang,Sina Finance is Reporting Imminent Tesla China FSD Rollout,"Tesla is preparing to roll out its FSD feature in China and will provide a batch of software updates to Chinese EV owners. According to the news, the update will start soon. $TSLA Check it out. According to the news, the update will start soon, so let's wait …",https://www.nextbigfuture.com/2025/02/sina-finance-is-reporting-imminent-tesla-china-fsd-rollout.html,https://nextbigfuture.s3.amazonaws.com/uploads/2025/02/chinafsd.jpg,2025-02-24T19:51:53Z,"Tesla is preparing to roll out its FSD feature in China and will provide a batch of software updates to Chinese EV owners.
Launching Tesla FSD (Supervised) in China would add another 3 million poten… [+3499 chars]",0.0
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,Analyst revisits Tesla stock price target amid uncertainty,"Updated at 1:25 PM EST
Tesla shares moved lower in mid-day Monday trading, extending their 2025 decline well past 10%, as investors continue to fret about the time and attention that Elon Musk is devoting to his efforts as a key adviser to President Donald Tr…",https://biztoc.com/x/34418ac809bd24d4,https://biztoc.com/cdn/34418ac809bd24d4_s.webp,2025-02-24T18:36:19Z,"Updated at 1:25 PM ESTTesla shares moved lower in mid-day Monday trading, extending their 2025 decline well past 10%, as investors continue to fret about the time and attention that Elon Musk is devo… [+145 chars]",0.2732
"{'id': None, 'name': 'Yahoo Entertainment'}",Rian Howlett,"Stock market today: Dow, S&P 500, Nasdaq wobble with Nvidia earnings in sight",Stocks are eyeing a rebound as investors eye tariff risks to Nvidia in the countdown to its earnings,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-wobble-with-nvidia-earnings-in-sight-143033440.html,https://s.yimg.com/ny/api/res/1.2/Ix5.FPJ1BYlZhzTWsIacOw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/a7ab3920-e306-11ef-9dbe-4b520dbaa820,2025-02-24T14:30:33Z,US stocks retreated from gains in early trading following a recent slide as investors weighed the risks to Nvidia (NVDA) from President Trump's trade overhaul ahead of its earnings later in the week.… [+5440 chars],0.0772
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Best Solar Stocks To Add to Your Watchlist – February 22nd,"Tesla, GE Vernova, and Berkshire Hathaway are the three Solar stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Solar stocks within the last several days. Tesla (TSLA) Tesla, Inc…",https://www.etfdailynews.com/2025/02/24/best-solar-stocks-to-add-to-your-watchlist-february-22nd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-24T07:05:05Z,"Tesla, GE Vernova, and Berkshire Hathaway are the three Solar stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Solar … [+3326 chars]",0.0
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Top Electric Vehicle Stocks To Research – February 22nd,"Tesla, Baidu, and Rivian Automotive are the three Electric Vehicle stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Electric Vehicle stocks within the last several days. Tesla (…",https://www.etfdailynews.com/2025/02/24/top-electric-vehicle-stocks-to-research-february-22nd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-24T07:05:03Z,"Tesla, Baidu, and Rivian Automotive are the three Electric Vehicle stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any E… [+3322 chars]",0.0
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Best Retail Stocks To Watch Today – February 22nd,"Tesla, Apple, Amazon.com, Microsoft, Alibaba Group, UnitedHealth Group, and Booking are the seven Retail stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the highest dollar trading volume of any Retail stocks within th…",https://www.etfdailynews.com/2025/02/24/best-retail-stocks-to-watch-today-february-22nd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-24T07:05:02Z,"Tesla, Apple, Amazon.com, Microsoft, Alibaba Group, UnitedHealth Group, and Booking are the seven Retail stocks to watch today, according to MarketBeat’s stock screener tool. These companies had the … [+8030 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網編譯段智恆 綜合外電,〈美股早盤〉主要指數開高 投資人逢低進場,美股主要指數周一 (24 日) 開高，從上周大幅拋售中反彈，交易員本周準備迎接輝達財報，該股早盤漲逾 2%。,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E6%97%A9%E7%9B%A4-%E4%B8%BB%E8%A6%81%E6%8C%87%E6%95%B8%E9%96%8B%E9%AB%98-%E6%8A%95%E8%B3%87%E4%BA%BA%E9%80%A2%E4%BD%8E%E9%80%B2%E5%A0%B4-144818028.html,https://media.zenfs.com/ko/cnyes.com.tw/d89ec956a5cc38da20689cb67a59a963,2025-02-24T06:48:18Z,"(24 ) 2%
 60 0.1% 30 0.2% 500 0.1% 0.5%
 500 100 0.5% (NVDA-US) (26 ) 
 (AI) (DeepSeek) AI 
Nuveen Laura Cooper AI 
 500 2025 
 500 1.7%
 (Friedrich Merz) 3 (debt brake)
Carmignac Apolline Me… [+517 chars]",-0.3612
"{'id': None, 'name': 'Tistory.com'}",T.B,기술은 뒤쳐졌고 가격 비싼 K-배터리 어디다 팔 건데?,"BYD confirms plans for EVs with all-solid-state batteries to begin rolling out in 2027 https://t.co/ZIYnNl9CCc by @EVPeteJohnson— Electrek.co (@ElectrekCo) February 17, 2025 In the past few years, $AAPL added a USB-C port while Xiaomi built a car. https://t.c…",https://ryueyes11.tistory.com/511500,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FQY6P5%2FbtsMvNewHST%2F6nk8c4LJlyr7kw4olJFTPk%2Fimg.jpg,2025-02-24T05:58:34Z,"BYD confirms plans for EVs with all-solid-state batteries to begin rolling out in 2027 https://t.co/ZIYnNl9CCc by @EVPeteJohnson
— Electrek.co (@ElectrekCo) February 17, 2025
In the past few years,… [+1694 chars]",0.0
"{'id': 'business-insider', 'name': 'Business Insider'}",shubhangigoel@insider.com (Shubhangi Goel),Uber's CEO said he still wants robotaxis — and he's keeping the door open for Musk,"""Life is long, but we would love to partner with them,"" Dara Khosrowshahi said on Friday about Tesla's Cybercabs.",https://www.businessinsider.com/uber-ceo-wants-tesla-robotaxi-elon-musk-waymo-2025-2,https://i.insider.com/67bc0486c832c3638fa4fc47?width=1200&format=jpeg,2025-02-24T05:33:50Z,"Uber's CEO, Dara Khosrowshahi, said he wants to work with Tesla on robotaxis even though the electric vehicle maker isn't interested right now.
""At this point, they want to build it alone,"" Khosrows… [+3422 chars]",-0.4512
"{'id': None, 'name': 'Bankier.pl'}",Michał Misiura,Wspaniała Siódemka zmieniła się we Wspaniałą Jedynkę. Zuckerberg nokautuje Muska,"Chociaż temat pojedynku MMA pomiędzy Markiem Zuckerbergiem i Elonem Muskiem odszedł już dawno w niepamięć, akcje spółki pierwszego z miliarderów pobiły w tym roku na giełdzie Teslę, tak samo z resztą jak całą pozostałą część ""Wspaniałej Siódemki"". Dlaczego no…",https://www.bankier.pl/wiadomosc/Wspaniala-siodemka-zmienila-sie-we-wspaniala-jedynke-Zuckerberg-nokautuje-Muska-8896046.html,https://galeria.bankier.pl/p/d/6/2feac854713ae6-948-568-0-202-3000-1799.jpg,2025-02-24T05:00:00Z,"Chocia temat pojedynku MMA pomidzy Markiem Zuckerbergiem i Elonem Muskiem odszed ju dawno w niepami, akcje spóki pierwszego z miliarderów pobiy w tym roku na giedzie Tesl, tak samo z reszt jak ca poz… [+5838 chars]",0.0
"{'id': None, 'name': 'Tistory.com'}",T.B,김건희 親中 배터리 일당 구속 가즈아,"Here's what you need to know to start your day https://t.co/n8clsyKdHD— Bloomberg Economics (@economics) February 23, 2025 South Korea’s bid to tackle a slowing economy via fiscal stimulus will pressure the won and may steepen the yield curve https://t.co/hs1…",https://ryueyes11.tistory.com/511499,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FrvUm2%2FbtsMtQXAb1z%2FaDkOIioyVUUtXPQl7kfuA1%2Fimg.jpg,2025-02-24T00:59:36Z,"Here's what you need to know to start your day https://t.co/n8clsyKdHD
— Bloomberg Economics (@economics) February 23, 2025
South Korea’s bid to tackle a slowing economy via fiscal stimulus will pr… [+555 chars]",0.0
"{'id': None, 'name': 'Tistory.com'}",T.B,"이재명, 중도·보수 연대 필승이다.","US consumers are increasingly concerned that tariff threats against friend and foe alike will translate into higher prices: Here’s your Evening Briefing https://t.co/8Xz0vIlTbs— Bloomberg Economics (@economics) February 22, 2025 Billionaire Steve Cohen said h…",https://ryueyes11.tistory.com/511498,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FbHj06S%2FbtsMr9KAo5g%2Fty5IA2n1J2ERIYv7hy7reK%2Fimg.jpg,2025-02-23T04:25:35Z,"US consumers are increasingly concerned that tariff threats against friend and foe alike will translate into higher prices: Here’s your Evening Briefing https://t.co/8Xz0vIlTbs
— Bloomberg Economics… [+10720 chars]",-0.3612
"{'id': None, 'name': 'Tistory.com'}",T.B,관세는 트럼프 거래의 기술 중 하나일 뿐,"US consumer sentiment fell in late February as long-term inflation expectations surged on concerns President Donald Trump’s tariffs will translate into higher prices https://t.co/ecCfpcjOVR— Bloomberg Economics (@economics) February 21, 2025 Want to know how …",https://ryueyes11.tistory.com/511497,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FxoNIe%2FbtsMtaV8dng%2FV1IZlloEWiH5STxZsFZrQK%2Fimg.jpg,2025-02-22T05:12:43Z,"US consumer sentiment fell in late February as long-term inflation expectations surged on concerns President Donald Trump’s tariffs will translate into higher prices https://t.co/ecCfpcjOVR
— Bloomb… [+7610 chars]",0.0
"{'id': None, 'name': 'Yahoo Entertainment'}",鉅亨網編譯許家華,消費者信心大降、召回、不與Uber合作 特斯拉挫近5%,特斯拉 (TSLA-US) 周五 (21 日) 股價收跌 4.68%，與整體市場趨勢一致，電動車同業 Rivian (RIVN-US) 同日股價也下跌 4.70%，即使 Rivian 周四晚間甫公布季度毛利高於預期。,https://tw.stock.yahoo.com/news/%E6%B6%88%E8%B2%BB%E8%80%85%E4%BF%A1%E5%BF%83%E5%A4%A7%E9%99%8D-%E5%8F%AC%E5%9B%9E-%E4%B8%8D%E8%88%87uber%E5%90%88%E4%BD%9C-%E7%89%B9%E6%96%AF%E6%8B%89%E6%8C%AB%E8%BF%915-024551504.html,https://media.zenfs.com/ko/cnyes.com.tw/cc33c9b7428ecdd674602e1a3dea1225,2025-02-21T18:45:51Z,"(TSLA-US) (21 ) 4.68% Rivian (RIVN-US) 4.70% Rivian 
 500 1.7%
 1 10% 64.7 5 3.5% 1995 
38 2023 Model 3 Model Y 
Uber (UBER-US) Dara Khosrowshahi (Robotaxi) Uber Uber(UBER-US)
Rivian 1.4 FactSet… [+131 chars]",0.0
"{'id': None, 'name': 'Quartz India'}",William Gavin,Elon Musk's DOGE is going after the agencies that regulate his companies,"Elon Musk’s so-called Department of Government Efficiency (DOGE) has started slashing big chunks of the agencies that regulate at least two of his companies, Tesla (TSLA) and Neuralink. Read more...",https://qz.com/elon-musk-doge-nhtsa-tesla-neuralink-spacex-fda-faa-1851765781,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/da640546575f03395d5f4d66e8b83057.jpg",2025-02-21T13:42:00Z,"In This Story
Elon Musks so-called Department of Government Efficiency (DOGE) has started slashing big chunks of the agencies that regulate at least two of his companies, Tesla (TSLA-5.05%
) and Ne… [+4489 chars]",0.1027
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Automotive Stocks To Add to Your Watchlist – February 19th,"Tesla, NVIDIA, and Analog Devices are the three Automotive stocks to watch today, according to MarketBeat’s stock screener tool. Automotive stocks refer to shares of publicly traded companies that design, manufacture, and/or sell vehicles, parts, and related …",https://www.etfdailynews.com/2025/02/21/automotive-stocks-to-add-to-your-watchlist-february-19th/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-21T07:02:58Z,"Tesla, NVIDIA, and Analog Devices are the three Automotive stocks to watch today, according to MarketBeat’s stock screener tool. Automotive stocks refer to shares of publicly traded companies that de… [+4207 chars]",0.296
"{'id': None, 'name': 'Tistory.com'}",T.B,트럼프·머스크 때문에 유럽에서 벌어진 일...,"The ECB warns banks providing leverage to credit funds to invest in synthetic risk transfer trades could result in “substantial hidden risks being retained in the banking system” https://t.co/KmdC4dowDV— Bloomberg (@business) February 19, 2025 European Centra…",https://ryueyes11.tistory.com/511496,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FbdqdSE%2FbtsMrutm7rP%2FRHK8qhz5vtid9KFZYEzGf1%2Fimg.jpg,2025-02-21T04:44:57Z,The ECB warns banks providing leverage to credit funds to invest in synthetic risk transfer trades could result in “substantial hidden risks being retained in the banking system” https://t.co/KmdC4do… [+3029 chars],-0.2263
"{'id': None, 'name': 'Tistory.com'}",T.B,"윤석열·국민의힘이 ""소모품""으로 쓰고 폐기시킨 한동훈·이준석","South Korea’s exports have lost momentum so far this month, dimming the 2025 outlook for an economy overshadowed by political turmoil https://t.co/4ZGw3JfsSf— Bloomberg Economics (@economics) February 21, 2025 Japan’s inflation accelerated more than expected,…",https://ryueyes11.tistory.com/511495,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FcCRYxn%2FbtsMsg14m85%2Fd0WDcJYQhAyPNFNvZKZgE0%2Fimg.jpg,2025-02-21T02:58:14Z,"South Korea’s exports have lost momentum so far this month, dimming the 2025 outlook for an economy overshadowed by political turmoil https://t.co/4ZGw3JfsSf
— Bloomberg Economics (@economics) Febru… [+2749 chars]",-0.5859
"{'id': None, 'name': 'Tistory.com'}",T.B,"사형 또는 무기징역 윤석열...""빨리 직무 복귀 하겠다""","South Korea is seeking to implement tariffs on some Chinese steel and producers on concerns over an influx of cheaper products flooding the market, following a similar measure from the Trump administration https://t.co/QwL1mTktlL— Bloomberg (@business) Februa…",https://ryueyes11.tistory.com/511494,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FnnA5M%2FbtsMraOXoK4%2FrK2yEaKydNNgHF9zcofYJK%2Fimg.jpg,2025-02-21T00:49:26Z,"South Korea is seeking to implement tariffs on some Chinese steel and producers on concerns over an influx of cheaper products flooding the market, following a similar measure from the Trump administ… [+4334 chars]",0.0
"{'id': None, 'name': 'Tistory.com'}",T.B,트럼프 불확실성이 가중시킨 BOJ 금리인상 오고 있다.,"Applications for US unemployment benefits were little changed last week, indicating solid demand for workers. https://t.co/nTjL4X8dOH— Bloomberg (@business) February 20, 2025 Mortgage rates in the US declined for a fifth week, pushing borrowing costs to the l…",https://ryueyes11.tistory.com/511493,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FcUJ7iu%2FbtsMo5asJIG%2FoyRTjXebyJwc2U6jCQm27k%2Fimg.jpg,2025-02-20T22:26:38Z,"Applications for US unemployment benefits were little changed last week, indicating solid demand for workers. https://t.co/nTjL4X8dOH
— Bloomberg (@business) February 20, 2025
Mortgage rates in the… [+5570 chars]",-0.0516
"{'id': None, 'name': 'Yahoo Entertainment'}",Pras Subramanian,"Rivian posts $170 million 'gross profit' in Q4, sees losses decreasing as variable costs improve","Rivian reported strong fourth quarter results after the bell on Thursday and came through on its goal of posting a ""gross profit"" for the quarter, with a...",https://finance.yahoo.com/news/rivian-posts-170-million-gross-profit-in-q4-sees-losses-decreasing-as-variable-costs-improve-185717790.html,https://s.yimg.com/ny/api/res/1.2/F9WHf14zT1EeCqZVZvWrkw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTU-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/d1b8fd70-efb7-11ef-bdf8-12902106a2d6,2025-02-20T21:07:06Z,"Rivian (RIVN) reported strong fourth quarter results after the bell on Thursday and came through on its goal of posting a ""gross profit"" for the quarter, with a smaller-than-expected full-year 2024 E… [+4053 chars]",0.4767
"{'id': None, 'name': 'Quartz India'}",William Gavin,Trump bashes Boeing over Air Force One delays as Elon Musk tries to speed things up,"President Donald Trump again expressed his frustration over Boeing’s (BA) failure to deliver replacements for Air Force One, which were expected to be handed over to the federal government last year. Read more...",https://qz.com/trump-boeing-elon-musk-air-force-one-jets-delay-1851765607,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/9c2472a12083c41d4c9d1d12f4c90e38.jpg",2025-02-20T15:39:00Z,"In This Story
President Donald Trump again expressed his frustration over Boeings (BA-2.74%
) failure to deliver replacements for Air Force One, which were expected to be handed over to the federal… [+2896 chars]",-0.7506
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Allworth Financial LP Increases Position in Tesla, Inc. (NASDAQ:TSLA)","Allworth Financial LP lifted its holdings in Tesla, Inc. (NASDAQ:TSLA – Free Report) by 13.6% in the 4th quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investor owned 72,196 shares …",https://www.etfdailynews.com/2025/02/20/allworth-financial-lp-increases-position-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T12:24:49Z,"Allworth Financial LP lifted its holdings in Tesla, Inc. (NASDAQ:TSLA – Free Report) by 13.6% in the 4th quarter, according to the company in its most recent 13F filing with the Securities &amp; Exch… [+6248 chars]",0.6705
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Lee Financial Co Boosts Stock Holdings in Tesla, Inc. (NASDAQ:TSLA)","Lee Financial Co increased its position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 14.5% in the 4th quarter, according to its most recent disclosure with the Securities & Exchange Commission. The institutional investor owned 1,421 shares of the e…",https://www.etfdailynews.com/2025/02/20/lee-financial-co-boosts-stock-holdings-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:55Z,"Lee Financial Co increased its position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 14.5% in the 4th quarter, according to its most recent disclosure with the Securities &amp; Exchange Co… [+5823 chars]",0.8316
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Stanich Group LLC Makes New $312,000 Investment in Tesla, Inc. (NASDAQ:TSLA)","Stanich Group LLC purchased a new position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) during the 4th quarter, according to its most recent Form 13F filing with the SEC. The fund purchased 773 shares of the electric vehicle producer’s stock, valued a…",https://www.etfdailynews.com/2025/02/20/stanich-group-llc-makes-new-312000-investment-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:55Z,"Stanich Group LLC purchased a new position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) during the 4th quarter, according to its most recent Form 13F filing with the SEC. The fund purchased 7… [+6094 chars]",0.6705
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Blue Zone Wealth Advisors LLC Has $3.01 Million Stock Position in Tesla, Inc. (NASDAQ:TSLA)","Blue Zone Wealth Advisors LLC reduced its holdings in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 1.2% in the fourth quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The fund owned 7,443 shares …",https://www.etfdailynews.com/2025/02/20/blue-zone-wealth-advisors-llc-has-3-01-million-stock-position-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:54Z,"Blue Zone Wealth Advisors LLC reduced its holdings in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 1.2% in the fourth quarter, according to its most recent Form 13F filing with the Securities… [+6234 chars]",0.8271
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"MN Wealth Advisors LLC Buys 80 Shares of Tesla, Inc. (NASDAQ:TSLA)","MN Wealth Advisors LLC lifted its stake in Tesla, Inc. (NASDAQ:TSLA – Free Report) by 7.1% during the 4th quarter, according to its most recent disclosure with the Securities & Exchange Commission. The firm owned 1,203 shares of the electric vehicle producer’…",https://www.etfdailynews.com/2025/02/20/mn-wealth-advisors-llc-buys-80-shares-of-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:53Z,"MN Wealth Advisors LLC lifted its stake in Tesla, Inc. (NASDAQ:TSLA – Free Report) by 7.1% during the 4th quarter, according to its most recent disclosure with the Securities &amp; Exchange Commissio… [+5543 chars]",0.8271
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Tesla, Inc. (NASDAQ:TSLA) Shares Sold by Sheaff Brock Investment Advisors LLC","Sheaff Brock Investment Advisors LLC reduced its stake in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 2.4% during the 4th quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 25…",https://www.etfdailynews.com/2025/02/20/tesla-inc-nasdaqtsla-shares-sold-by-sheaff-brock-investment-advisors-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:52Z,"Sheaff Brock Investment Advisors LLC reduced its stake in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 2.4% during the 4th quarter, according to the company in its most recent filing with the… [+5587 chars]",0.6705
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"L.M. Kohn & Company Reduces Holdings in Tesla, Inc. (NASDAQ:TSLA)","L.M. Kohn & Company cut its stake in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 2.5% in the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 5,167 shares of the electric vehicle produ…",https://www.etfdailynews.com/2025/02/20/l-m-kohn-company-reduces-holdings-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:52Z,"L.M. Kohn &amp; Company cut its stake in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 2.5% in the 4th quarter, according to its most recent filing with the Securities and Exchange Commission … [+6165 chars]",0.6808
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Valmark Advisers Inc. Boosts Position in Tesla, Inc. (NASDAQ:TSLA)","Valmark Advisers Inc. boosted its position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 11.3% during the fourth quarter, according to the company in its most recent Form 13F filing with the SEC. The institutional investor owned 16,451 shares of the…",https://www.etfdailynews.com/2025/02/20/valmark-advisers-inc-boosts-position-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:51Z,"Valmark Advisers Inc. boosted its position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 11.3% during the fourth quarter, according to the company in its most recent Form 13F filing with th… [+5356 chars]",0.7906
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Csenge Advisory Group Decreases Stock Holdings in Tesla, Inc. (NASDAQ:TSLA)","Csenge Advisory Group decreased its holdings in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 5.9% during the fourth quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The institutional investor owned 22,804…",https://www.etfdailynews.com/2025/02/20/csenge-advisory-group-decreases-stock-holdings-in-tesla-inc-nasdaqtsla/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T09:40:50Z,"Csenge Advisory Group decreased its holdings in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 5.9% during the fourth quarter, according to its most recent filing with the Securities and Exchan… [+6064 chars]",0.7717
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"701 Shares in Tesla, Inc. (NASDAQ:TSLA) Purchased by Little House Capital LLC","Little House Capital LLC purchased a new position in Tesla, Inc. (NASDAQ:TSLA – Free Report) in the fourth quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The institutional investor purchased 701 sh…",https://www.etfdailynews.com/2025/02/20/701-shares-in-tesla-inc-nasdaqtsla-purchased-by-little-house-capital-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2,2025-02-20T08:56:59Z,"Little House Capital LLC purchased a new position in Tesla, Inc. (NASDAQ:TSLA – Free Report) in the fourth quarter, according to the company in its most recent disclosure with the Securities and Exch… [+5281 chars]",0.6705
